simpleid,ID,CVCL,GDSC,CCLE,GNE,PharmacoGX_ID,SRR,EGAF,EGAN,gCSI_RNA
KNS42,KNS-42,CVCL_0378,KNS-42.cel,FIEFS_p_NCLE_DNA_Affy5_GenomeWideSNP_6_E05_411002,NA,KNS-42,SRR8615703,NA,NA,NA
KNS60,KNS-60,CVCL_2798,NA,FIEFS_p_NCLE_DNA_Affy5_GenomeWideSNP_6_H11_410928,NA,KNS-60,SRR8615702,NA,NA,NA
KNS62,KNS-62,CVCL_1335,KNS-62.cel,FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_A10_335206,Unk28,KNS-62,SRR8615709,NA,NA,587547_1
KNS81,KNS-81,CVCL_2799,NA,PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_C07_437506,NA,KNS-81,SRR8615708,NA,NA,NA
KNS81FD,KNS-81-FD,CVCL_1336,KNS-81-FD.cel,NA,NA,KNS-81-FD,NA,EGAF00000860153,EGAN00001266145,NA
KO52,KO52,CVCL_1321,KO52.cel,FIEFS_p_NCLE_DNA_Affy5_GenomeWideSNP_6_H07_410920,NA,KO52,SRR8615707,EGAF00000859739,EGAN00001266146,NA
KON,KON,CVCL_3001,KON.cel,NA,NA,KON,NA,EGAF00000859740,EGAN00001266147,NA
KOPN8,KOPN-8,CVCL_1866,KOPN-8.cel,CHARY_p_NCLE_DNAAffy9_GenomeWideSNP_6_C05_490340,NA,KOPN-8,SRR8615706,NA,NA,NA
KOSC2,KOSC-2,CVCL_1337,KOSC-2.cel,NA,NA,KOSC-2,NA,EGAF00000859741,EGAN00001266148,NA
KP1N,KP-1N,CVCL_3002,KP-1N.cel,NA,NA,KP-1N,NA,EGAF00000859742,EGAN00001266149,NA
KP2,KP-2,CVCL_3004,KP-2.CEL,ARLES_p_NCLE_DNAAffy2_S_GenomeWideSNP_6_F04_256128,Unk464,KP-2,SRR8615951,NA,NA,636003_1
KP3,KP-3,CVCL_3005,KP-3.cel,FIEFS_p_NCLE_DNA_Affy5_GenomeWideSNP_6_F12_410960,Unk445,KP-3,SRR8615950,NA,NA,636004_1
KP3L,KP-3L,CVCL_3006,NA,NA,NA,NA,NA,NA,NA,NA
KP4,KP-4,CVCL_1338,KP-4.cel,FIEFS_p_NCLE_DNA_Affy5_GenomeWideSNP_6_C10_411038,Unk235,KP-4,SRR8616075,NA,NA,587699_1
KP4X11,KP4-x1.1,CVCL_1338,NA,NA,NA,NA,NA,NA,NA,NA
KPD,KPD,CVCL_B412,NA,NA,NA,NA,NA,EGAF00000773584,EGAN00001236650,NA
KPL1,KPL-1,CVCL_2094,NA,VAULT_p_NCLE_DNAAffy14_GenomeWideSNP_6_E09_698572,Unk179,KPL-1,SRR8616076,NA,NA,587464_1
KPL4,KPL-4,CVCL_5310,NA,NA,Unk178,NA,NA,NA,NA,587465_1
KPMRTRY,KP-MRT-RY,CVCL_7051,NA,NA,NA,NA,SRR8616077,NA,NA,NA
KPNRTBM1,KP-N-RT-BM-1,CVCL_1339,KP-N-RT-BM-1.cel,PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_C05_437510,NA,KP-N-RT-BM-1,SRR8616078,NA,NA,NA
KPNSI9S,KP-N-SI9s,CVCL_1340,NA,FIEFS_p_NCLE_DNA_Affy5_GenomeWideSNP_6_H05_410924,NA,KP-N-SI9s,SRR8616071,NA,NA,NA
KPNYN,KP-N-YN,CVCL_1341,KP-N-YN.cel,NA,NA,KP-N-YN,SRR8616072,NA,NA,NA
KPNYS,KP-N-YS,CVCL_1342,KP-N-YS.cel,NA,NA,KP-N-YS,NA,EGAF00000859743,EGAN00001266150,NA
KS1,KS-1,CVCL_1343,KS-1.cel,HONEY_p_NCLE_DNAAffy3_S_GenomeWideSNP_6_E08_293390,NA,NA,SRR8616073,NA,NA,NA
KU1919,KU-19-19,CVCL_1344,KU-19-19.cel,CHARY_p_NCLE_DNAAffy9_GenomeWideSNP_6_H10_490512,NA,KU-19-19,SRR8616074,NA,NA,NA
KU812,KU812,CVCL_0379,KU812.cel,BOWER_p_NCLE_DNAAffy8_GenomeWideSNP_6_F02_464684,Unk477,Ku812,SRR8616080,EGAF00000691958,EGAN00001209147,636867_1
KURAMOCHI,KURAMOCHI,CVCL_1345,KURAMOCHI.cel,LOBBY_p_NCLE_DNAAffy6_GenomeWideSNP_6_A02_437350,Unk633,Kuramochi,SRR8616081,NA,NA,639205_1
KY821,KY821,CVCL_1346,KY821.cel,NA,NA,KY821,NA,EGAF00000859744,EGAN00001266151,NA
KYAE1,KYAE-1,CVCL_1825,NA,NA,NA,NA,NA,EGAF00000859745,EGAN00001266152,NA
KYM1,KYM-1,CVCL_3007,KYM-1.cel,SKATS_p_NCLE_DNAAffy13_GenomeWideSNP_6_C06_592854,NA,KYM-1,SRR8615391,NA,NA,NA
KYO1,KYO-1,CVCL_2095,NA,MISTS_p_NCLE_DNAAffy11_GenomeWideSNP_6_D10_578374,NA,KYO-1,SRR8615943,NA,NA,NA
KYSE140,KYSE-140,CVCL_1347,NA,HONEY_p_NCLE_DNAAffy3_S_GenomeWideSNP_6_F02_293402,Unk628,KYSE-140,SRR8616035,NA,NA,639191_1
KYSE150,KYSE-150,CVCL_1348,NA,HONEY_p_NCLE_DNAAffy3_S_GenomeWideSNP_6_C06_293338,Unk656,KYSE-150,SRR8616034,NA,NA,639194_1
KYSE180,KYSE-180,CVCL_1349,KYSE-180.cel,HONEY_p_NCLE_DNAAffy3_S_GenomeWideSNP_6_F03_293404,Unk624,KYSE-180,SRR8616037,NA,NA,639195_1
KYSE220,KYSE-220,CVCL_1359,KYSE-220.cel,NA,NA,KYSE-220,NA,EGAF00000859746,EGAN00001266153,NA
KYSE270,KYSE-270,CVCL_1350,NA,FIEFS_p_NCLE_DNA_Affy5_GenomeWideSNP_6_E03_411006,Unk640,KYSE-270,SRR8616036,NA,NA,639196_1
KYSE30,KYSE-30,CVCL_1351,KYSE-30.CEL,HONEY_p_NCLE_DNAAffy3_S_GenomeWideSNP_6_E02_293378,Unk647,KYSE-30,SRR8616039,NA,NA,639197_1
KYSE410,KYSE-410,CVCL_1352,KYSE-410.cel,HONEY_p_NCLE_DNAAffy3_S_GenomeWideSNP_6_D07_293364,NA,KYSE-410,SRR8616038,NA,NA,NA
KYSE450,KYSE-450,CVCL_1353,KYSE-450.cel,HONEY_p_NCLE_DNAAffy3_S_GenomeWideSNP_6_C08_293342,Unk629,KYSE-450,SRR8615511,NA,NA,639198_1
KYSE50,KYSE-50,CVCL_1360,KYSE-50.cel,NA,NA,KYSE-50,NA,EGAF00000864116,EGAN00001266154,NA
KYSE510,KYSE-510,CVCL_1354,KYSE-510.cel,HONEY_p_NCLE_DNAAffy3_S_GenomeWideSNP_6_B09_293320,Unk655,KYSE-510,SRR8615500,NA,NA,639199_1
KYSE520,KYSE-520,CVCL_1355,KYSE-520.cel,FIEFS_p_NCLE_DNA_Affy5_GenomeWideSNP_6_E09_410992,Unk638,KYSE-520,SRR8615481,NA,NA,639192_1
KYSE70,KYSE-70,CVCL_1356,KYSE-70.cel,HONEY_p_NCLE_DNAAffy3_S_GenomeWideSNP_6_C11_293348,Unk634,KYSE-70,SRR8615482,NA,NA,639193_1
L1236,L-1236,CVCL_2096,L-1236.cel,HONEY_p_NCLE_DNAAffy3_S_GenomeWideSNP_6_H12_293470,NA,L-1236,SRR8615479,NA,NA,NA
L33,L3.3,CVCL_8147,NA,ARLES_p_NCLE_DNAAffy2_S_GenomeWideSNP_6_A03_256006,NA,L3.3,SRR8615480,NA,NA,NA
L363,L-363,CVCL_1357,ega-box-03_L-363.cel,MISTS_p_NCLE_DNAAffy11_GenomeWideSNP_6_G06_578350,Unk394,L-363,SRR8615485,NA,NA,635611_1
L428,L-428,CVCL_1361,L-428.cel,CHARY_p_NCLE_DNAAffy9_GenomeWideSNP_6_E10_490496,NA,L-428,SRR8615486,NA,NA,NA
L540,L-540,CVCL_1362,L-540.cel,AWASH_p_NCLE_DNAAffy10_GenomeWideSNP_6_A08_542868,NA,L-540,SRR8615683,NA,NA,NA
LAMA84,LAMA-84,CVCL_0388,LAMA-84.cel,MISTS_p_NCLE_DNAAffy11_GenomeWideSNP_6_E11_578318,NA,LAMA-84,SRR8615684,EGAF00000684733,EGAN00001209148,NA
LAN6,LAN-6,CVCL_1363,LAN-6.cel,NA,NA,LA-N-6,NA,EGAF00000864117,EGAN00001266155,NA
LB1047RCC,LB1047-RCC,CVCL_1364,LB1047-RCC.cel,NA,NA,LB1047-RCC,NA,EGAF00000827261,EGAN00001252860,NA
LB2241RCC,LB2241-RCC,CVCL_1365,LB2241-RCC.cel,NA,NA,LB2241-RCC,NA,EGAF00000824157,EGAN00001252861,NA
LB2518MEL,LB2518-MEL,CVCL_1366,LB2518-MEL.cel,NA,NA,LB2518-MEL,NA,EGAF00000824145,EGAN00001252840,NA
LB373MELD,LB373-MEL-D,CVCL_1367,NA,NA,NA,NA,NA,EGAF00000824146,EGAN00001252841,NA
LB647SCLC,LB647-SCLC,CVCL_1368,LB647-SCLC.cel,NA,NA,LB647-SCLC,NA,EGAF00000765626,EGAN00001236667,NA
LB771HNC,LB771-HNC,CVCL_1369,LB771-HNC.cel,NA,NA,LB771-HNC,NA,EGAF00000864118,EGAN00001266156,NA
LB831BLC,LB831-BLC,CVCL_1370,LB831-BLC.cel,NA,NA,LB831-BLC,NA,EGAF00000864119,EGAN00001266157,NA
LB996RCC,LB996-RCC,CVCL_1371,LB996-RCC.cel,NA,NA,LB996-RCC,NA,EGAF00000824158,EGAN00001252862,NA
LC1F,LC-1F,CVCL_1372,NA,MISTS_p_NCLE_DNAAffy11_GenomeWideSNP_6_F01_578430,NA,LC-1F,SRR8616103,NA,NA,NA
LC1SQ,LC-1-sq,CVCL_3008,LC-1-sq.cel,HONEY_p_NCLE_DNAAffy3_S_GenomeWideSNP_6_D06_293362,NA,LC-1/sq,NA,EGAF00000769303,EGAN00001236668,NA
LC2AD,LC-2-ad,CVCL_1373,LC-2-ad.cel,NA,NA,LC-2/ad,NA,EGAF00000769304,EGAN00001236669,NA
LC41,LC4-1,CVCL_1374,LC4-1.cel,NA,NA,LC4-1,NA,EGAF00000864120,EGAN00001266158,NA
LCLC103H,LCLC-103H,CVCL_1375,LCLC-103H.cel,CHARY_p_NCLE_DNAAffy9_GenomeWideSNP_6_G07_490368,Unk605,LCLC-103H,SRR8616115,NA,NA,636198_1
LCLC97TM1,LCLC-97TM1,CVCL_1376,LCLC-97TM1.cel,MISTS_p_NCLE_DNAAffy11_GenomeWideSNP_6_B01_578428,Unk272,LCLC-97TM1,SRR8615719,NA,NA,636859_1
LI7,Li-7,CVCL_3840,NA,QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_C03_592658,NA,Li-7,SRR8615387,NA,NA,NA
LIM1215,LIM1215,CVCL_2574,LIM1215.CEL,NA,NA,LIM1215,NA,EGAF00000864121,EGAN00001266159,NA
LK2,LK-2,CVCL_1377,LK-2.cel,NA,NA,LK-2,SRR8615840,NA,NA,NA
LMSU,LMSU,CVCL_4849,NA,QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_C11_592636,NA,LMSU,SRR8615839,NA,NA,NA
LN18,LN-18,CVCL_0392,LN-18.cel,LIMPS_p_NCLE_DNA2N_GenomeWideSNP_6_F06_246740,Unk357,LN-18,SRR8615838,NA,NA,636122_1
LN215,LN-215,CVCL_3954,NA,NA,NA,NA,SRR8615837,NA,NA,NA
LN229,LN-229,CVCL_0393,LN-229.cel,PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_B03_437536,Unk359,LN-229,SRR8615836,NA,NA,636123_1
LN235,LN-235,CVCL_3957,NA,NA,NA,NA,SRR8615835,NA,NA,NA
LN319,LN-319,CVCL_3958,NA,NA,NA,NA,SRR8615403,NA,NA,NA
LN340,LN-340,CVCL_3955,NA,NA,NA,NA,SRR8615400,NA,NA,NA
LN382,LN-382,CVCL_3956,NA,NA,NA,NA,SRR8615872,NA,NA,NA
LN405,LN-405,CVCL_1378,LN-405.cel,NA,NA,LN-405,NA,EGAF00000864122,EGAN00001266160,NA
LN428,LN-428,CVCL_3959,NA,NA,NA,NA,SRR8615544,NA,NA,NA
LN443,LN-443,CVCL_3960,NA,NA,NA,NA,SRR8615545,NA,NA,NA
LN464,LN-464,CVCL_3962,NA,NA,NA,NA,SRR8615546,NA,NA,NA
LNCAP,LNCaP,CVCL_0395,NA,NA,NA,NA,NA,NA,NA,636745_1
LNCAPCLONEFGC,LNCaP-clone-FGC,CVCL_1379,LNCaP-Clone-FGC.cel,HONEY_p_NCLE_DNAAffy3_S_GenomeWideSNP_6_C02_293330,Unk427,LNCaP CLONE FGC,SRR8615547,NA,NA,NA
LNZ308,LN-308,CVCL_0394,NA,NA,NA,NA,SRR8615548,NA,NA,NA
LNZTA3WT4,LNZTA3WT4,CVCL_3540,LNZTA3WT4.cel,NA,NA,LNZTA3WT4,NA,EGAF00000864123,EGAN00001266161,NA
LOUCY,Loucy,CVCL_1380,LOUCY.cel,LOBBY_p_NCLE_DNAAffy6_GenomeWideSNP_6_C12_437276,NA,Loucy,SRR8615549,NA,NA,NA
LOUNH91,LOU-NH91,CVCL_2104,LOU-NH91.cel,LIMPS_p_NCLE_DNA2N_GenomeWideSNP_6_B04_246640,Unk545,LOU-NH91,SRR8615550,NA,NA,636822_1
LOVO,LoVo,CVCL_0399,LoVo.cel,HONEY_p_NCLE_DNAAffy3_S_GenomeWideSNP_6_D05_293360,Unk10,LoVo,SRR8616185,NA,NA,587504_1
LOXIMIV,LOX-IMIV,CVCL_1381,NA,NA,Unk496,NA,NA,NA,NA,NA
LOXIMVI,LOX-IMVI,CVCL_1381,LOXIMVI.cel,HONEY_p_NCLE_DNAAffy3_S_GenomeWideSNP_6_H09_293464,NA,LOX-IMVI,SRR8616186,NA,NA,636089_1
LP1,LP-1,CVCL_0012,LP-1.cel,MISTS_p_NCLE_DNAAffy11_GenomeWideSNP_6_E07_578286,Unk396,LP-1,SRR8615397,NA,NA,635612_1
LS1034,LS-1034,CVCL_1382,LS-1034.cel,FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_D04_335266,Unk486,LS1034,SRR8615396,NA,NA,636793_1
LS123,LS-123,CVCL_1383,LS-123.cel,FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_C04_335242,NA,LS123,SRR8615399,NA,NA,NA
LS174T,LS174T,CVCL_1384,NA,NA,Unk413,NA,NA,NA,NA,636048_1
LS180,LS-180,CVCL_0397,LS-180.cel,FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_E07_335296,Unk591,LS180,SRR8615398,EGAF00000684734,EGAN00001202175,636127_1
LS411N,LS411N,CVCL_1385,NA,HONEY_p_NCLE_DNAAffy3_S_GenomeWideSNP_6_C03_293332,NA,LS411N,SRR8615393,NA,NA,NA
LS513,LS-513,CVCL_1386,LS-513.cel,AWASH_p_NCLE_DNAAffy10_GenomeWideSNP_6_D10_542812,NA,LS513,SRR8615392,EGAF00000684735,EGAN00001202176,NA
LU134A,LU-134-A,CVCL_1387,LU-134-A.cel,NA,NA,Lu-134-A,NA,EGAF00000769305,EGAN00001236670,NA
LU135,LU-135,CVCL_1389,LU-135.cel,NA,NA,Lu-135,NA,EGAF00000769306,EGAN00001236671,NA
LU139,LU-139,CVCL_1390,LU-139.cel,NA,NA,Lu-139,NA,EGAF00000769307,EGAN00001236672,NA
LU165,LU-165,CVCL_1391,LU-165.cel,NA,NA,Lu-165,NA,EGAF00000769308,EGAN00001236673,NA
LU65,LU-65,CVCL_1392,LU-65.cel,BOWER_p_NCLE_DNAAffy8_GenomeWideSNP_6_E02_464726,NA,Lu-65,SRR8615395,NA,NA,NA
LU99,LU99,CVCL_3015,NA,PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_C03_437544,NA,NA,SRR8615394,NA,NA,NA
LU99A,LU-99A,CVCL_1393,LU-99A.cel,NA,NA,Lu-99A,NA,NA,NA,NA
LUDLU1,LUDLU-1,CVCL_2582,NA,PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_A03_437566,NA,LUDLU-1,SRR8615402,NA,NA,NA
LXF289,LXF-289,CVCL_1394,LXF-289.cel,AWASH_p_NCLE_DNAAffy10_GenomeWideSNP_6_G10_542940,Unk607,LXF 289,SRR8615401,NA,NA,636751_1
LXFL529,LXFL529,CVCL_D085,NA,NA,Unk1,NA,NA,NA,NA,636759_1
M059J,M059J,CVCL_0400,M059J.cel,NA,Unk323,M059J,NA,EGAF00000864124,EGAN00001266162,636837_1
M059K,M059K,CVCL_0401,NA,ARLES_p_NCLE_DNAAffy2_S_GenomeWideSNP_6_G05_256154,Unk322,M059K,SRR8615761,NA,NA,636838_1
M07E,M-07e,CVCL_2106,NA,CHARY_p_NCLE_DNAAffy9_GenomeWideSNP_6_A05_490478,NA,M-07e,SRR8615762,NA,NA,NA
M14,M14,CVCL_1395,NA,NA,NA,NA,NA,EGAF00000824147,EGAN00001252842,NA
MALME3M,Malme-3M,CVCL_1438,NA,HONEY_p_NCLE_DNAAffy3_S_GenomeWideSNP_6_F09_293416,NA,Malme-3M,SRR8615759,NA,NA,NA
MB3611,MB361.1,CVCL_0620,NA,NA,NA,NA,NA,NA,NA,NA
MC1010,MC-1010,CVCL_1396,MC-1010.CEL,NA,NA,MC-1010,NA,EGAF00000864125,EGAN00001266163,NA
MC116,MC116,CVCL_1399,NA,FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_D11_335280,Unk38,MC116,SRR8615760,NA,NA,587621_1
MCAS,MCAS,CVCL_3020,MCAS.CEL,LIMPS_p_NCLE_DNA2N_GenomeWideSNP_6_C08_246672,Unk644,MCAS,SRR8615757,NA,NA,639208_1
MCC13,MCC13,CVCL_2583,MCC13.CEL,NA,NA,MCC13,NA,EGAF00000824125,EGAN00001252843,NA
MCC26,MCC26,CVCL_2585,MCC26.CEL,NA,NA,MCC26,NA,EGAF00000824159,EGAN00001252863,NA
MCCAR,MC-CAR,CVCL_1397,NA,NA,NA,NA,NA,EGAF00000824160,EGAN00001252864,NA
MCF10A,MCF-10A,CVCL_0598,NA,NA,Unk180,NA,NA,NA,NA,587467_1
MCF10DCISCOM,MCF10DCIS.com,CVCL_5552,NA,NA,Unk411,NA,NA,NA,NA,635987_1
MCF7,MCF-7,CVCL_0031,NA,PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_B09_437556,Unk181,MCF-7,SRR8615758,NA,NA,587468_1
MCIXC,MC-IXC,CVCL_1398,MC-IXC.cel,NA,NA,NA,NA,EGAF00000864126,EGAN00001266164,NA
MDAMB134VI,MDA-MB-134-VI,CVCL_0617,NA,SKATS_p_NCLE_DNAAffy13_GenomeWideSNP_6_B09_592874,Unk491,MDA-MB-134-VI,SRR8615755,NA,NA,635988_1
MDAMB157,MDA-MB-157,CVCL_0618,NA,LOBBY_p_NCLE_DNAAffy6_GenomeWideSNP_6_D06_437288,Unk103,MDA-MB-157,SRR8615756,NA,NA,587469_1
MDAMB175VII,MDA-MB-175-VII,CVCL_1400,NA,LOBBY_p_NCLE_DNAAffy6_GenomeWideSNP_6_D07_437294,Unk597,MDA-MB-175-VII,SRR8615766,NA,NA,635989_1
MDAMB231,MDA-MB-231,CVCL_0062,NA,LIMPS_p_NCLE_DNA2N_GenomeWideSNP_6_G12_246776,Unk102,MDA-MB-231,SRR8615767,NA,NA,587470_1
MDAMB330,MDA-MB-330,CVCL_0619,NA,NA,Unk183,MDA-MB-330,NA,EGAF00000824126,EGAN00001252844,587472_1
MDAMB361,MDA-MB-361,CVCL_0620,MDA-MB-361.cel,FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_F11_335328,Unk599,MDA-MB-361,SRR8615581,NA,NA,635990_1
MDAMB415,MDA-MB-415,CVCL_0621,MDA-MB-415.cel,FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_C09_335252,Unk182,MDA-MB-415,SRR8615582,NA,NA,587473_1
MDAMB435,MDA-MB-435,CVCL_0417,NA,VAULT_p_NCLE_DNAAffy14_GenomeWideSNP_6_F03_698654,Unk40,MDA-MB-435,NA,NA,NA,587739_1
MDAMB435S,MDA-MB-435S,CVCL_0622,NA,NA,NA,NA,SRR8615583,NA,NA,NA
MDAMB436,MDA-MB-436,CVCL_0623,MDA-MB-436.cel,FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_F10_335326,Unk184,MDA-MB-436,SRR8615584,NA,NA,587474_1
MDAMB453,MDA-MB-453,CVCL_0418,MDA-MB-453.cel,ARLES_p_NCLE_DNAAffy2_S_GenomeWideSNP_6_D12_256096,Unk185,MDA-MB-453,SRR8615577,NA,NA,587475_1
MDAMB468,MDA-MB-468,CVCL_0419,MDA-MB-468.cel,LIMPS_p_NCLE_DNA2N_GenomeWideSNP_6_F07_246742,Unk598,MDA-MB-468,SRR8615578,NA,NA,635991_1
MDAPCA2B,MDA-PCa-2b,CVCL_4748,NA,MISTS_p_NCLE_DNAAffy11_GenomeWideSNP_6_D08_578424,NA,NA,SRR8615579,NA,NA,NA
MDST8,MDST8,CVCL_2588,MDST8.cel,VAULT_p_NCLE_DNAAffy14_GenomeWideSNP_6_G03_698662,Unk88,MDST8,SRR8615580,EGAF00000769309,EGAN00001236674,587507_1
ME1,ME-1,CVCL_2110,ME-1.cel,AWASH_p_NCLE_DNAAffy10_GenomeWideSNP_6_A07_542942,Unk136,ME-1 [Human leukemia],SRR8615585,NA,NA,587415_1
ME180,ME-180,CVCL_1401,ME-180.cel,NA,Unk538,ME-180,NA,EGAF00000864127,EGAN00001266165,636124_1
MEC1,MEC-1,CVCL_1870,NA,VAULT_p_NCLE_DNAAffy14_GenomeWideSNP_6_F12_698580,NA,MEC-1,SRR8615586,NA,NA,NA
MEC2,MEC-2,CVCL_1871,NA,CHARY_p_NCLE_DNAAffy9_GenomeWideSNP_6_C06_490370,NA,MEC-2,NA,NA,NA,NA
MEG01,MEG-01,CVCL_0425,MEG-01.cel,LOBBY_p_NCLE_DNAAffy6_GenomeWideSNP_6_C05_437266,NA,MEG-01,SRR8615234,NA,NA,NA
MELHO,MEL-HO,CVCL_1402,MEL-HO.cel,LIMPS_p_NCLE_DNA2N_GenomeWideSNP_6_H07_246790,Unk128,Mel Ho,SRR8615233,NA,NA,586996_1
MELJUSO,MEL-JUSO,CVCL_1403,MEL-JUSO.cel,LIMPS_p_NCLE_DNA2N_GenomeWideSNP_6_H11_246798,NA,Mel JuSo,SRR8615232,NA,NA,NA
MESSA,MES-SA,CVCL_1404,MES-SA.cel,EPHOR_p_NCLE_Achilles_DNAAffy15_GenomeWideSNP_6_C06_780386,NA,MES-SA,SRR8615231,NA,NA,NA
MEWO,Mewo,CVCL_0445,Mewo.cel,SKATS_p_NCLE_DNAAffy13_GenomeWideSNP_6_D01_592894,Unk498,MeWo,SRR8615238,NA,NA,636090_1
MFE280,MFE-280,CVCL_1405,MFE-280.cel,LIMPS_p_NCLE_DNA2N_GenomeWideSNP_6_G09_246770,NA,MFE-280,SRR8615237,NA,NA,NA
MFE296,MFE-296,CVCL_1406,MFE-296.cel,LIMPS_p_NCLE_DNA2N_GenomeWideSNP_6_G08_246768,NA,MFE-296,SRR8615236,NA,NA,NA
MFE319,MFE-319,CVCL_2112,MFE-319.cel,LIMPS_p_NCLE_DNA2N_GenomeWideSNP_6_H03_246782,NA,MFE-319,SRR8615235,NA,NA,NA
MFHINO,MFH-ino,CVCL_1407,MFH-ino.cel,NA,NA,MFH-ino,NA,EGAF00000864128,EGAN00001266166,NA
MFM223,MFM-223,CVCL_1408,MFM-223.cel,NA,Unk186,MFM-223,NA,EGAF00000824127,EGAN00001252845,587477_1
MG63,MG-63,CVCL_0426,MG-63.cel,LOBBY_p_NCLE_DNAAffy6_GenomeWideSNP_6_E02_437246,Unk316,MG-63,SRR8615240,NA,NA,636016_1
MHHCALL2,MHH-CALL-2,CVCL_1409,MHH-CALL-2.cel,MISTS_p_NCLE_DNAAffy11_GenomeWideSNP_6_C03_578316,NA,MHH-CALL-2,SRR8615239,NA,NA,NA
MHHCALL3,MHH-CALL-3,CVCL_0089,NA,NA,NA,NA,SRR8615523,NA,NA,NA
MHHCALL4,MHH-CALL-4,CVCL_1410,MHH-CALL-4.cel,CHARY_p_NCLE_DNAAffy9_GenomeWideSNP_6_G03_490446,NA,MHH-CALL-4,SRR8615524,NA,NA,NA
MHHES1,MHH-ES-1,CVCL_1411,MHH-ES-1.cel,CHARY_p_NCLE_DNAAffy9_GenomeWideSNP_6_D09_490422,Unk315,MHH-ES-1,SRR8615521,NA,NA,636118_1
MHHNB11,MHH-NB-11,CVCL_1412,MHH-NB-11.cel,AWASH_p_NCLE_DNAAffy10_GenomeWideSNP_6_H08_542886,Unk552,MHH-NB-11,SRR8615522,NA,NA,636874_1
MHHPREB1,MHH-PREB-1,CVCL_1413,MHH-PREB-1.cel,NA,Unk37,MHH-PREB-1,NA,EGAF00000864129,EGAN00001266167,587622_1
MHM,MHM,CVCL_B426,NA,NA,NA,NA,NA,EGAF00000798076,EGAN00001236649,NA
MIAPACA2,MIA-PaCa-2,CVCL_0428,MIA-PaCa-2.cel,LIMPS_p_NCLE_DNA2N_GenomeWideSNP_6_B08_246648,Unk234,MIA Paca-2,SRR8615519,NA,NA,587700_1
MINO,Mino,CVCL_1872,NA,MISTS_p_NCLE_DNAAffy11_GenomeWideSNP_6_G01_578290,NA,Mino,SRR8615520,NA,NA,NA
MJ,MJ,CVCL_1414,NA,FIEFS_p_NCLE_DNA_Affy5_GenomeWideSNP_6_H04_410922,NA,MJ,SRR8615517,NA,NA,NA
MKN1,MKN-1,CVCL_1415,MKN1.cel,PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_B12_437554,Unk80,MKN1,SRR8615518,NA,NA,587019_1
MKN28,MKN28,CVCL_1416,MKN28.cel,NA,NA,MKN28,NA,EGAF00000864130,EGAN00001266168,NA
MKN45,MKN-45,CVCL_0434,MKN45.cel,NA,Unk90,MKN45,SRR8615515,NA,NA,587521_1
MKN7,MKN-7,CVCL_1417,MKN7.cel,NA,Unk661,MKN7,SRR8616068,NA,NA,639160_1
MKN74,MKN-74,CVCL_2791,NA,PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_C04_437546,Unk82,MKN74,SRR8615516,NA,NA,587020_1
ML1,ML-1,CVCL_H525,ML-1.cel,CHARY_p_NCLE_DNAAffy9_GenomeWideSNP_6_A06_490518,NA,ML-1 [Human thyroid carcinoma],SRR8616067,NA,NA,NA
ML2,ML-2,CVCL_1418,ML-2.cel,NA,Unk317,ML-2,NA,EGAF00000864131,EGAN00001266169,636119_1
MLMA,MLMA,CVCL_1419,MLMA.cel,NA,NA,MLMA,NA,EGAF00000864132,EGAN00001266170,NA
MM1S,MM.1S,CVCL_8792,MM1S.cel,LIMPS_p_NCLE_DNA2N_GenomeWideSNP_6_F08_246744,Unk395,MM1.S,SRR8616070,NA,NA,635613_1
MMACSF,MMAC-SF,CVCL_1420,MMAC-SF.cel,NA,NA,MMAc-SF,NA,EGAF00000824161,EGAN00001252865,NA
MN60,MN-60,CVCL_1421,MN-60.cel,NA,NA,MN-60,NA,EGAF00000864133,EGAN00001266171,NA
MOGGCCM,MOG-G-CCM,CVCL_2613,MOG-G-CCM.cel,HONEY_p_NCLE_DNAAffy3_S_GenomeWideSNP_6_D01_293352,NA,MOG-G-CCM,NA,EGAF00000864134,EGAN00001266172,NA
MOGGUVW,MOG-G-UVW,CVCL_2614,MOG-G-UVW.cel,HONEY_p_NCLE_DNAAffy3_S_GenomeWideSNP_6_E01_293376,NA,MOG-G-UVW,NA,EGAF00000864135,EGAN00001266173,NA
