IDATid,Sample_ID,SentrixBarcode_A,SentrixPosition_A,File_ID,SNPid,SAMPLE_ID,INVENTORY_SAMPLE_NAME,SampleType,Plate,GreenIDAT,RedIDAT
6298012089_R03C01,Unk261,6298012089,R03C01,_ega-box-147_6298012089_R03C01,WG0118064.DNAH02,636330,COLO 206F,CellLine,WG0118064,6298012089_R03C01_Grn.idat,6298012089_R03C01_Red.idat
6298012089_R04C01,Unk262,6298012089,R04C01,_ega-box-147_6298012089_R04C01,WG0118064.DNAD06,636358,COLO 699,CellLine,WG0118064,6298012089_R04C01_Grn.idat,6298012089_R04C01_Red.idat
6298021001_R01C01,Unk263,6298021001,R01C01,_ega-box-147_6298021001_R01C01,WG0118056.DNAE05,637048,NCI-H727 (ATCC),CellLine,WG0118056,6298021001_R01C01_Grn.idat,6298021001_R01C01_Red.idat
6298021001_R02C01,Unk264,6298021001,R02C01,_ega-box-147_6298021001_R02C01,WG0118056.DNAG05,637050,NCI-N417,CellLine,WG0118056,6298021001_R02C01_Grn.idat,6298021001_R02C01_Red.idat
6298021001_R03C01,Unk265,6298021001,R03C01,_ega-box-147_6298021001_R03C01,WG0118056.DNAF05,637049,NCI-H82,CellLine,WG0118056,6298021001_R03C01_Grn.idat,6298021001_R03C01_Red.idat
6298021001_R04C01,Unk266,6298021001,R04C01,_ega-box-147_6298021001_R04C01,WG0118056.DNAH05,637051,SR,CellLine,WG0118056,6298021001_R04C01_Grn.idat,6298021001_R04C01_Red.idat
6298021010_R01C01,Unk267,6298021010,R01C01,_ega-box-147_6298021010_R01C01,WG0118056.DNAA11,637092,HEC-1-A,CellLine,WG0118056,6298021010_R01C01_Grn.idat,6298021010_R01C01_Red.idat
6298021011_R02C01,Unk268,6298021011,r02c01,_ega-box-147_6298021011_r02c01,WG0118066.DNAC01,635676,EJM,CellLine,WG0118066,6298021011_r02c01_grn.idat,6298021011_r02c01_red.idat
6298021011_R03C01,Unk269,6298021011,r03c01,_ega-box-147_6298021011_r03c01,WG0118066.DNAB01,635661,AMO-1,CellLine,WG0118066,6298021011_r03c01_grn.idat,6298021011_r03c01_red.idat
6298021011_R04C01,Unk270,6298021011,r04c01,_ega-box-147_6298021011_r04c01,WG0118066.DNAD01,635684,JJN-3,CellLine,WG0118066,6298021011_r04c01_grn.idat,6298021011_r04c01_red.idat
6298021023_R01C01,Unk271,6298021023,R01C01,_ega-box-147_6298021023_R01C01,WG0118056.DNAE04,637040,HCC515 (UTSW),CellLine,WG0118056,6298021023_R01C01_Grn.idat,6298021023_R01C01_Red.idat
6298021023_R02C01,Unk272,6298021023,R02C01,_ega-box-147_6298021023_R02C01,WG0118056.DNAG04,637042,LCLC-97TM1,CellLine,WG0118056,6298021023_R02C01_Grn.idat,6298021023_R02C01_Red.idat
6298021023_R03C01,Unk273,6298021023,R03C01,_ega-box-147_6298021023_R03C01,WG0118056.DNAF04,637041,HT-1080,CellLine,WG0118056,6298021023_R03C01_Grn.idat,6298021023_R03C01_Red.idat
6298021023_R04C01,Unk274,6298021023,R04C01,_ega-box-147_6298021023_R04C01,WG0118056.DNAH04,637043,NCI-H1437 (ATCC),CellLine,WG0118056,6298021023_R04C01_Grn.idat,6298021023_R04C01_Red.idat
6298021029_R01C01,Unk275,6298021029,R01C01,_ega-box-147_6298021029_R01C01,WG0118056.DNAE10,637088,Hs 895.T,CellLine,WG0118056,6298021029_R01C01_Grn.idat,6298021029_R01C01_Red.idat
6298021029_R02C01,Unk276,6298021029,R02C01,_ega-box-147_6298021029_R02C01,WG0118056.DNAG10,637090,SCC-9,CellLine,WG0118056,6298021029_R02C01_Grn.idat,6298021029_R02C01_Red.idat
6298021029_R03C01,Unk277,6298021029,R03C01,_ega-box-147_6298021029_R03C01,WG0118056.DNAF10,637089,SCC-15,CellLine,WG0118056,6298021029_R03C01_Grn.idat,6298021029_R03C01_Red.idat
6298021029_R04C01,Unk278,6298021029,R04C01,_ega-box-147_6298021029_R04C01,WG0118056.DNAH10,637091,HCC1162,CellLine,WG0118056,6298021029_R04C01_Grn.idat,6298021029_R04C01_Red.idat
6298021031_R01C01,Unk279,6298021031,R01C01,_ega-box-147_6298021031_R01C01,WG0118056.DNAA04,637036,DMS 273,CellLine,WG0118056,6298021031_R01C01_Grn.idat,6298021031_R01C01_Red.idat
6298021031_R02C01,Unk280,6298021031,R02C01,_ega-box-147_6298021031_R02C01,WG0118056.DNAC04,637038,HCC364,CellLine,WG0118056,6298021031_R02C01_Grn.idat,6298021031_R02C01_Red.idat
6298021031_R03C01,Unk281,6298021031,R03C01,_ega-box-147_6298021031_R03C01,WG0118056.DNAB04,637037,HCC1171 (UTSW),CellLine,WG0118056,6298021031_R03C01_Grn.idat,6298021031_R03C01_Red.idat
6298021031_R04C01,Unk282,6298021031,R04C01,_ega-box-147_6298021031_R04C01,WG0118056.DNAD04,637039,HCC4017 (UTSW),CellLine,WG0118056,6298021031_R04C01_Grn.idat,6298021031_R04C01_Red.idat
6298021037_R01C01,Unk283,6298021037,r01c01,_ega-box-147_6298021037_r01c01,WG0118066.DNAA02,635662,KMS-21BM,CellLine,WG0118066,6298021037_r01c01_grn.idat,6298021037_r01c01_red.idat
6298021037_R02C01,Unk284,6298021037,r02c01,_ega-box-147_6298021037_r02c01,WG0118066.DNAC02,635670,KMS-28PE,CellLine,WG0118066,6298021037_r02c01_grn.idat,6298021037_r02c01_red.idat
6298021037_R03C01,Unk285,6298021037,r03c01,_ega-box-147_6298021037_r03c01,WG0118066.DNAB02,635667,KMS-28BM,CellLine,WG0118066,6298021037_r03c01_grn.idat,6298021037_r03c01_red.idat
6298021037_R04C01,Unk286,6298021037,r04c01,_ega-box-147_6298021037_r04c01,WG0118066.DNAD02,635671,KMS-34,CellLine,WG0118066,6298021037_r04c01_grn.idat,6298021037_r04c01_red.idat
6298021040_R01C01,Unk287,6298021040,r01c01,_ega-box-147_6298021040_r01c01,WG0118066.DNAA03,635677,NCI-H929,CellLine,WG0118066,6298021040_r01c01_grn.idat,6298021040_r01c01_red.idat
6298021040_R02C01,Unk288,6298021040,r02c01,_ega-box-147_6298021040_r02c01,WG0118066.DNAC03,635679,RPMI 8226,CellLine,WG0118066,6298021040_r02c01_grn.idat,6298021040_r02c01_red.idat
6298021040_R03C01,Unk289,6298021040,r03c01,_ega-box-147_6298021040_r03c01,WG0118066.DNAB03,635678,OPM-2,CellLine,WG0118066,6298021040_r03c01_grn.idat,6298021040_r03c01_red.idat
6298021043_R01C01,Unk290,6298021043,R01C01,_ega-box-147_6298021043_R01C01,WG0118056.DNAA02,637020,WiDr,CellLine,WG0118056,6298021043_R01C01_Grn.idat,6298021043_R01C01_Red.idat
6298021043_R02C01,Unk291,6298021043,R02C01,_ega-box-147_6298021043_R02C01,WG0118056.DNAC02,637022,BICR 10,CellLine,WG0118056,6298021043_R02C01_Grn.idat,6298021043_R02C01_Red.idat
6298021043_R03C01,Unk292,6298021043,R03C01,_ega-box-147_6298021043_R03C01,WG0118056.DNAB02,637021,A-673,CellLine,WG0118056,6298021043_R03C01_Grn.idat,6298021043_R03C01_Red.idat
6298021043_R04C01,Unk293,6298021043,R04C01,_ega-box-147_6298021043_R04C01,WG0118056.DNAD02,637023,Detroit 562,CellLine,WG0118056,6298021043_R04C01_Grn.idat,6298021043_R04C01_Red.idat
6298021049_R01C01,Unk294,6298021049,R01C01,_ega-box-147_6298021049_R01C01,WG0118056.DNAE03,637032,JHH-5,CellLine,WG0118056,6298021049_R01C01_Grn.idat,6298021049_R01C01_Red.idat
6298021049_R02C01,Unk295,6298021049,R02C01,_ega-box-147_6298021049_R02C01,WG0118056.DNAG03,637034,SNU-423,CellLine,WG0118056,6298021049_R02C01_Grn.idat,6298021049_R02C01_Red.idat
6298021049_R03C01,Unk296,6298021049,R03C01,_ega-box-147_6298021049_R03C01,WG0118056.DNAF03,637033,JHH-7,CellLine,WG0118056,6298021049_R03C01_Grn.idat,6298021049_R03C01_Red.idat
6298021049_R04C01,Unk297,6298021049,R04C01,_ega-box-147_6298021049_R04C01,WG0118056.DNAH03,637035,COR-L26,CellLine,WG0118056,6298021049_R04C01_Grn.idat,6298021049_R04C01_Red.idat
6298021056_R02C01,Unk298,6298021056,R02C01,_ega-box-147_6298021056_R02C01,WG0118056.DNAC12,637101,EB2,CellLine,WG0118056,6298021056_R02C01_Grn.idat,6298021056_R02C01_Red.idat
6298021056_R03C01,Unk299,6298021056,R03C01,_ega-box-147_6298021056_R03C01,WG0118056.DNAB12,637100,KLE,CellLine,WG0118056,6298021056_R03C01_Grn.idat,6298021056_R03C01_Red.idat
6298021059_R01C01,Unk300,6298021059,R01C01,_ega-box-147_6298021059_R01C01,WG0118056.DNAA10,637084,Hs 255.T,CellLine,WG0118056,6298021059_R01C01_Grn.idat,6298021059_R01C01_Red.idat
6298021059_R02C01,Unk301,6298021059,R02C01,_ega-box-147_6298021059_R02C01,WG0118056.DNAC10,637086,COV644,CellLine,WG0118056,6298021059_R02C01_Grn.idat,6298021059_R02C01_Red.idat
6298021059_R03C01,Unk302,6298021059,R03C01,_ega-box-147_6298021059_R03C01,WG0118056.DNAB10,637085,HCC1319,CellLine,WG0118056,6298021059_R03C01_Grn.idat,6298021059_R03C01_Red.idat
6298021059_R04C01,Unk303,6298021059,R04C01,_ega-box-147_6298021059_R04C01,WG0118056.DNAD10,637087,Hs 839.T,CellLine,WG0118056,6298021059_R04C01_Grn.idat,6298021059_R04C01_Red.idat
6298021088_R01C01,Unk304,6298021088,r01c01,_ega-box-147_6298021088_r01c01,WG0118066.DNAE03,635681,A549,CellLine,WG0118066,6298021088_r01c01_grn.idat,6298021088_r01c01_red.idat
6298021088_R03C01,Unk305,6298021088,r03c01,_ega-box-147_6298021088_r03c01,WG0118066.DNAF03,635682,ABC-1,CellLine,WG0118066,6298021088_r03c01_grn.idat,6298021088_r03c01_red.idat
6312937092_R01C01,Unk306,6312937092,R01C01,_ega-box-147_6312937092_R01C01,WG0118064.DNAE07,636367,NCI-H2110,CellLine,WG0118064,6312937092_R01C01_Grn.idat,6312937092_R01C01_Red.idat
6312937092_R02C01,Unk307,6312937092,R02C01,_ega-box-147_6312937092_R02C01,WG0118064.DNAF09,636384,SNU-719,CellLine,WG0118064,6312937092_R02C01_Grn.idat,6312937092_R02C01_Red.idat
6312937092_R03C01,Unk308,6312937092,R03C01,_ega-box-147_6312937092_R03C01,WG0118064.DNAE09,636383,SNU-620,CellLine,WG0118064,6312937092_R03C01_Grn.idat,6312937092_R03C01_Red.idat
6312937092_R04C01,Unk309,6312937092,R04C01,_ega-box-147_6312937092_R04C01,WG0118064.DNAH09,636386,UM-UC-1,CellLine,WG0118064,6312937092_R04C01_Grn.idat,6312937092_R04C01_Red.idat
6312937096_R01C01,Unk310,6312937096,R01C01,_ega-box-147_6312937096_R01C01,WG0118060.DNAE06,637150,C3A,CellLine,WG0118060,6312937096_R01C01_Grn.idat,6312937096_R01C01_Red.idat
6312937096_R02C01,Unk311,6312937096,R02C01,_ega-box-147_6312937096_R02C01,WG0118060.DNAD09,636411,HCC1493,CellLine,WG0118060,6312937096_R02C01_Grn.idat,6312937096_R02C01_Red.idat
6312937096_R03C01,Unk312,6312937096,R03C01,_ega-box-147_6312937096_R03C01,WG0118060.DNAB09,637171,NCI-H2810,CellLine,WG0118060,6312937096_R03C01_Grn.idat,6312937096_R03C01_Red.idat
6312937096_R04C01,Unk313,6312937096,R04C01,_ega-box-147_6312937096_R04C01,WG0118060.DNAH10,636423,NCI-H1734,CellLine,WG0118060,6312937096_R04C01_Grn.idat,6312937096_R04C01_Red.idat
6312937101_R01C01,Unk314,6312937101,r01c01,_ega-box-147_6312937101_r01c01,WG0118061.DNAC03,636239,VMRC-LCD,CellLine,WG0118061,6312937101_r01c01_grn.idat,6312937101_r01c01_red.idat
6312937101_R02C01,Unk315,6312937101,r02c01,_ega-box-147_6312937101_r02c01,WG0118061.DNAF08,636282,MHH-ES-1,CellLine,WG0118061,6312937101_r02c01_grn.idat,6312937101_r02c01_red.idat
6312937101_R03C01,Unk316,6312937101,r03c01,_ega-box-147_6312937101_r03c01,WG0118061.DNAE08,636281,MG-63,CellLine,WG0118061,6312937101_r03c01_grn.idat,6312937101_r03c01_red.idat
6312937101_R04C01,Unk317,6312937101,r04c01,_ega-box-147_6312937101_r04c01,WG0118061.DNAH08,636284,ML-2,CellLine,WG0118061,6312937101_r04c01_grn.idat,6312937101_r04c01_red.idat
6312945089_R01C01,Unk318,6312945089,R01C01,_ega-box-147_6312945089_R01C01,WG0118056.DNAA09,637076,CAL 27,CellLine,WG0118056,6312945089_R01C01_Grn.idat,6312945089_R01C01_Red.idat
6312945089_R03C01,Unk319,6312945089,R03C01,_ega-box-147_6312945089_R03C01,WG0118056.DNAB09,637077,PE/CA-PJ15,CellLine,WG0118056,6312945089_R03C01_Grn.idat,6312945089_R03C01_Red.idat
6312945089_R04C01,Unk320,6312945089,R04C01,_ega-box-147_6312945089_R04C01,WG0118056.DNAD09,637079,UCSD-242l,CellLine,WG0118056,6312945089_R04C01_Grn.idat,6312945089_R04C01_Red.idat
6312945090_R01C01,Unk321,6312945090,R01C01,_ega-box-147_6312945090_R01C01,WG0118056.DNAE09,637080,BFTC-905,CellLine,WG0118056,6312945090_R01C01_Grn.idat,6312945090_R01C01_Red.idat
6312945090_R02C01,Unk322,6312945090,R02C01,_ega-box-147_6312945090_R02C01,WG0118056.DNAG09,637082,M059K,CellLine,WG0118056,6312945090_R02C01_Grn.idat,6312945090_R02C01_Red.idat
6312945090_R03C01,Unk323,6312945090,R03C01,_ega-box-147_6312945090_R03C01,WG0118056.DNAF09,637081,M059J,CellLine,WG0118056,6312945090_R03C01_Grn.idat,6312945090_R03C01_Red.idat
6312945090_R04C01,Unk324,6312945090,R04C01,_ega-box-147_6312945090_R04C01,WG0118056.DNAH09,637083,HCC1263,CellLine,WG0118056,6312945090_R04C01_Grn.idat,6312945090_R04C01_Red.idat
6317375001_R01C01,Unk325,6317375001,r01c01,_ega-box-147_6317375001_r01c01,WG0118061.DNAA10,636293,G124,CellLine,WG0118061,6317375001_r01c01_grn.idat,6317375001_r01c01_red.idat
6317375001_R02C01,Unk326,6317375001,r02c01,_ega-box-147_6317375001_r02c01,WG0118061.DNAC10,636295,G140,CellLine,WG0118061,6317375001_r02c01_grn.idat,6317375001_r02c01_red.idat
6317375001_R03C01,Unk327,6317375001,r03c01,_ega-box-147_6317375001_r03c01,WG0118061.DNAB10,636294,G130,CellLine,WG0118061,6317375001_r03c01_grn.idat,6317375001_r03c01_red.idat
6317375001_R04C01,Unk328,6317375001,r04c01,_ega-box-147_6317375001_r04c01,WG0118061.DNAD10,636296,G142,CellLine,WG0118061,6317375001_r04c01_grn.idat,6317375001_r04c01_red.idat
6317375044_R01C01,Unk329,6317375044,r01c01,_ega-box-147_6317375044_r01c01,WG0118061.DNAA08,636277,NALM-6,CellLine,WG0118061,6317375044_r01c01_grn.idat,6317375044_r01c01_red.idat
6317375044_R02C01,Unk330,6317375044,r02c01,_ega-box-147_6317375044_r02c01,WG0118061.DNAC08,636279,U-937,CellLine,WG0118061,6317375044_r02c01_grn.idat,6317375044_r02c01_red.idat
6317375044_R03C01,Unk331,6317375044,r03c01,_ega-box-147_6317375044_r03c01,WG0118061.DNAB08,636278,SIG-M5,CellLine,WG0118061,6317375044_r03c01_grn.idat,6317375044_r03c01_red.idat
6317375044_R04C01,Unk332,6317375044,r04c01,_ega-box-147_6317375044_r04c01,WG0118061.DNAD08,636280,143B,CellLine,WG0118061,6317375044_r04c01_grn.idat,6317375044_r04c01_red.idat
